,LLOC,MATH-1405,MATH-1421
src/main/java/org/apache/commons/math4/analysis/function/Tan.java,14,0,0
src/main/java/org/apache/commons/math4/analysis/function/Tanh.java,14,0,0
src/main/java/org/apache/commons/math4/analysis/function/Ulp.java,9,0,0
src/main/java/org/apache/commons/math4/analysis/integration/BaseAbstractUnivariateIntegrator.java,116,0,0
src/main/java/org/apache/commons/math4/analysis/integration/IterativeLegendreGaussIntegrator.java,85,0,0
src/main/java/org/apache/commons/math4/analysis/integration/MidPointIntegrator.java,71,0,0
src/main/java/org/apache/commons/math4/analysis/integration/RombergIntegrator.java,66,0,0
src/main/java/org/apache/commons/math4/analysis/integration/SimpsonIntegrator.java,58,0,0
src/main/java/org/apache/commons/math4/analysis/integration/TrapezoidIntegrator.java,79,0,0
src/main/java/org/apache/commons/math4/analysis/integration/UnivariateIntegrator.java,18,0,0
src/main/java/org/apache/commons/math4/analysis/interpolation/AkimaSplineInterpolator.java,116,0,0
src/main/java/org/apache/commons/math4/analysis/interpolation/BicubicInterpolatingFunction.java,179,0,0
src/main/java/org/apache/commons/math4/analysis/interpolation/BicubicInterpolator.java,61,0,0
src/main/java/org/apache/commons/math4/analysis/interpolation/BivariateGridInterpolator.java,12,0,0
src/main/java/org/apache/commons/math4/analysis/interpolation/DividedDifferenceInterpolator.java,40,0,0
src/main/java/org/apache/commons/math4/analysis/interpolation/FieldHermiteInterpolator.java,104,0,0
src/main/java/org/apache/commons/math4/analysis/interpolation/HermiteInterpolator.java,111,0,0
src/main/java/org/apache/commons/math4/analysis/interpolation/InterpolatingMicrosphere.java,173,0,0
src/main/java/org/apache/commons/math4/analysis/interpolation/InterpolatingMicrosphere2D.java,25,0,0
src/main/java/org/apache/commons/math4/analysis/interpolation/LinearInterpolator.java,37,0,0
src/main/java/org/apache/commons/math4/analysis/interpolation/LoessInterpolator.java,204,0,0
src/main/java/org/apache/commons/math4/analysis/interpolation/MicrosphereProjectionInterpolator.java,82,0,0
src/main/java/org/apache/commons/math4/analysis/interpolation/MultivariateInterpolator.java,11,0,0
src/main/java/org/apache/commons/math4/analysis/interpolation/NevilleInterpolator.java,17,0,0
src/main/java/org/apache/commons/math4/analysis/interpolation/PiecewiseBicubicSplineInterpolatingFunction.java,117,0,0
src/main/java/org/apache/commons/math4/analysis/interpolation/PiecewiseBicubicSplineInterpolator.java,32,0,0
src/main/java/org/apache/commons/math4/analysis/interpolation/SplineInterpolator.java,60,0,0
src/main/java/org/apache/commons/math4/analysis/interpolation/TricubicInterpolatingFunction.java,335,0,0
src/main/java/org/apache/commons/math4/analysis/interpolation/TricubicInterpolator.java,95,0,0
src/main/java/org/apache/commons/math4/analysis/interpolation/TrivariateGridInterpolator.java,12,0,0
src/main/java/org/apache/commons/math4/analysis/interpolation/UnivariateInterpolator.java,8,0,0
src/main/java/org/apache/commons/math4/analysis/interpolation/UnivariatePeriodicInterpolator.java,59,0,0
src/main/java/org/apache/commons/math4/analysis/polynomials/PolynomialFunction.java,219,0,0
src/main/java/org/apache/commons/math4/analysis/polynomials/PolynomialFunctionLagrangeForm.java,141,0,0
src/main/java/org/apache/commons/math4/analysis/polynomials/PolynomialFunctionNewtonForm.java,95,0,0
src/main/java/org/apache/commons/math4/analysis/polynomials/PolynomialSplineFunction.java,94,0,0
src/main/java/org/apache/commons/math4/analysis/polynomials/PolynomialsUtils.java,195,0,0
src/main/java/org/apache/commons/math4/analysis/solvers/AbstractPolynomialSolver.java,28,0,0
src/main/java/org/apache/commons/math4/analysis/solvers/AbstractUnivariateDifferentiableSolver.java,28,0,0
src/main/java/org/apache/commons/math4/analysis/solvers/AbstractUnivariateSolver.java,18,0,0
src/main/java/org/apache/commons/math4/analysis/solvers/AllowedSolution.java,8,0,0
src/main/java/org/apache/commons/math4/analysis/solvers/BaseAbstractUnivariateSolver.java,140,0,0
src/main/java/org/apache/commons/math4/analysis/solvers/BaseSecantSolver.java,149,0,0
src/main/java/org/apache/commons/math4/analysis/solvers/BaseUnivariateSolver.java,16,0,0
src/main/java/org/apache/commons/math4/analysis/solvers/BisectionSolver.java,41,0,0
src/main/java/org/apache/commons/math4/analysis/solvers/BracketedRealFieldUnivariateSolver.java,14,0,0
src/main/java/org/apache/commons/math4/analysis/solvers/BracketedUnivariateSolver.java,9,0,0
src/main/java/org/apache/commons/math4/analysis/solvers/BracketingNthOrderBrentSolver.java,227,0,0
src/main/java/org/apache/commons/math4/analysis/solvers/BrentSolver.java,132,0,0
src/main/java/org/apache/commons/math4/analysis/solvers/FieldBracketingNthOrderBrentSolver.java,222,0,0
src/main/java/org/apache/commons/math4/analysis/solvers/IllinoisSolver.java,18,0,0
src/main/java/org/apache/commons/math4/analysis/solvers/LaguerreSolver.java,200,0,0
src/main/java/org/apache/commons/math4/analysis/solvers/MullerSolver.java,99,0,0
src/main/java/org/apache/commons/math4/analysis/solvers/MullerSolver2.java,84,0,0
src/main/java/org/apache/commons/math4/analysis/solvers/NewtonRaphsonSolver.java,36,0,0
src/main/java/org/apache/commons/math4/analysis/solvers/PegasusSolver.java,18,0,0
src/main/java/org/apache/commons/math4/analysis/solvers/PolynomialSolver.java,4,0,0
src/main/java/org/apache/commons/math4/analysis/solvers/RegulaFalsiSolver.java,18,0,0
src/main/java/org/apache/commons/math4/analysis/solvers/RiddersSolver.java,80,0,0
src/main/java/org/apache/commons/math4/analysis/solvers/SecantSolver.java,53,0,0
src/main/java/org/apache/commons/math4/analysis/solvers/UnivariateDifferentiableSolver.java,4,0,0
src/main/java/org/apache/commons/math4/analysis/solvers/UnivariateSolver.java,4,0,0
src/main/java/org/apache/commons/math4/analysis/solvers/UnivariateSolverUtils.java,195,0,0
src/main/java/org/apache/commons/math4/distribution/fitting/MultivariateNormalMixtureExpectationMaximization.java,220,0,0
src/main/java/org/apache/commons/math4/exception/util/ArgUtils.java,21,0,0
src/main/java/org/apache/commons/math4/exception/util/DummyLocalizable.java,21,0,0
src/main/java/org/apache/commons/math4/exception/util/ExceptionContext.java,149,0,0
src/main/java/org/apache/commons/math4/exception/util/ExceptionContextProvider.java,4,0,0
src/main/java/org/apache/commons/math4/exception/util/Localizable.java,7,0,0
src/main/java/org/apache/commons/math4/exception/util/LocalizedFormats.java,355,0,0
src/main/java/org/apache/commons/math4/fitting/leastsquares/AbstractEvaluation.java,49,0,0
src/main/java/org/apache/commons/math4/fitting/leastsquares/DenseWeightedEvaluation.java,26,0,0
src/main/java/org/apache/commons/math4/fitting/leastsquares/EvaluationRmsChecker.java,24,0,0
src/main/java/org/apache/commons/math4/fitting/leastsquares/GaussNewtonOptimizer.java,155,0,0
src/main/java/org/apache/commons/math4/fitting/leastsquares/LeastSquaresAdapter.java,38,0,0
src/main/java/org/apache/commons/math4/fitting/leastsquares/LeastSquaresBuilder.java,80,0,0
src/main/java/org/apache/commons/math4/fitting/leastsquares/LeastSquaresFactory.java,285,0,0
src/main/java/org/apache/commons/math4/fitting/leastsquares/LeastSquaresOptimizer.java,8,0,0
src/main/java/org/apache/commons/math4/fitting/leastsquares/LeastSquaresProblem.java,21,0,0
src/main/java/org/apache/commons/math4/fitting/leastsquares/LevenbergMarquardtOptimizer.java,583,0,0
src/main/java/org/apache/commons/math4/fitting/leastsquares/MultivariateJacobianFunction.java,7,0,0
src/main/java/org/apache/commons/math4/fitting/leastsquares/OptimumImpl.java,59,0,0
src/main/java/org/apache/commons/math4/fitting/leastsquares/ParameterValidator.java,5,0,0
src/main/java/org/apache/commons/math4/fitting/leastsquares/ValueAndJacobianFunction.java,7,0,0
src/main/java/org/apache/commons/math4/geometry/enclosing/Encloser.java,6,0,0
src/main/java/org/apache/commons/math4/geometry/enclosing/EnclosingBall.java,34,0,0
src/main/java/org/apache/commons/math4/geometry/enclosing/SupportBallGenerator.java,7,0,0
src/main/java/org/apache/commons/math4/geometry/enclosing/WelzlEncloser.java,75,0,0
src/main/java/org/apache/commons/math4/geometry/hull/ConvexHull.java,10,0,0
src/main/java/org/apache/commons/math4/geometry/hull/ConvexHullGenerator.java,9,0,0
src/main/java/org/apache/commons/math4/geometry/partitioning/AbstractRegion.java,280,0,0
src/main/java/org/apache/commons/math4/geometry/partitioning/AbstractSubHyperplane.java,89,0,0
src/main/java/org/apache/commons/math4/geometry/partitioning/BoundaryAttribute.java,23,0,0
src/main/java/org/apache/commons/math4/geometry/partitioning/BoundaryBuilder.java,44,0,0
src/main/java/org/apache/commons/math4/geometry/partitioning/BoundaryProjection.java,22,0,0
src/main/java/org/apache/commons/math4/geometry/partitioning/BoundaryProjector.java,96,0,0
src/main/java/org/apache/commons/math4/geometry/partitioning/BoundarySizeVisitor.java,30,0,0
src/main/java/org/apache/commons/math4/geometry/partitioning/BSPTree.java,353,0,0
src/main/java/org/apache/commons/math4/geometry/partitioning/BSPTreeVisitor.java,15,0,0
src/main/java/org/apache/commons/math4/geometry/partitioning/Characterization.java,84,0,0
src/main/java/org/apache/commons/math4/geometry/partitioning/Embedding.java,7,0,0
src/main/java/org/apache/commons/math4/geometry/partitioning/Hyperplane.java,12,0,0
src/main/java/org/apache/commons/math4/geometry/partitioning/InsideFinder.java,81,0,0
src/main/java/org/apache/commons/math4/geometry/partitioning/NodesSet.java,28,0,0
src/main/java/org/apache/commons/math4/geometry/partitioning/Region.java,24,0,0
src/main/java/org/apache/commons/math4/geometry/partitioning/RegionFactory.java,216,0,0
src/main/java/org/apache/commons/math4/geometry/partitioning/Side.java,7,0,0
src/main/java/org/apache/commons/math4/geometry/partitioning/SubHyperplane.java,38,0,0
src/main/java/org/apache/commons/math4/geometry/partitioning/Transform.java,8,0,0
src/main/java/org/apache/commons/math4/ml/clustering/CentroidCluster.java,12,0,0
src/main/java/org/apache/commons/math4/ml/clustering/Cluster.java,17,0,0
src/main/java/org/apache/commons/math4/ml/clustering/Clusterable.java,4,0,0
src/main/java/org/apache/commons/math4/ml/clustering/Clusterer.java,20,0,0
src/main/java/org/apache/commons/math4/ml/clustering/DBSCANClusterer.java,106,0,0
src/main/java/org/apache/commons/math4/ml/clustering/DoublePoint.java,35,0,0
src/main/java/org/apache/commons/math4/ml/clustering/FuzzyKMeansClusterer.java,210,0,0
src/main/java/org/apache/commons/math4/ml/clustering/KMeansPlusPlusClusterer.java,276,0,0
src/main/java/org/apache/commons/math4/ml/clustering/MultiKMeansPlusPlusClusterer.java,48,0,0
src/main/java/org/apache/commons/math4/ml/distance/CanberraDistance.java,19,0,0
src/main/java/org/apache/commons/math4/ml/distance/ChebyshevDistance.java,11,0,0
src/main/java/org/apache/commons/math4/ml/distance/DistanceMeasure.java,6,0,0
src/main/java/org/apache/commons/math4/ml/distance/EarthMoversDistance.java,20,0,0
src/main/java/org/apache/commons/math4/ml/distance/EuclideanDistance.java,11,0,0
src/main/java/org/apache/commons/math4/ml/distance/ManhattanDistance.java,11,0,0
src/main/java/org/apache/commons/math4/ml/neuralnet/FeatureInitializer.java,4,0,0
src/main/java/org/apache/commons/math4/ml/neuralnet/FeatureInitializerFactory.java,42,0,0
src/main/java/org/apache/commons/math4/ml/neuralnet/MapUtils.java,166,0,0
src/main/java/org/apache/commons/math4/ml/neuralnet/Network.java,238,0,0
src/main/java/org/apache/commons/math4/ml/neuralnet/Neuron.java,93,0,0
src/main/java/org/apache/commons/math4/ml/neuralnet/SquareNeighbourhood.java,5,0,0
src/main/java/org/apache/commons/math4/ml/neuralnet/UpdateAction.java,4,0,0
src/main/java/org/apache/commons/math4/ode/events/Action.java,7,0,0
src/main/java/org/apache/commons/math4/ode/events/EventFilter.java,79,0,0
src/main/java/org/apache/commons/math4/ode/events/EventHandler.java,13,0,0
src/main/java/org/apache/commons/math4/ode/events/EventState.java,216,0,0
src/main/java/org/apache/commons/math4/ode/events/FieldEventHandler.java,10,0,0
src/main/java/org/apache/commons/math4/ode/events/FieldEventState.java,164,0,0
src/main/java/org/apache/commons/math4/ode/events/FilterType.java,177,0,0
src/main/java/org/apache/commons/math4/ode/events/Transformer.java,36,0,0
src/main/java/org/apache/commons/math4/ode/nonstiff/AdamsBashforthFieldIntegrator.java,132,0,0
src/main/java/org/apache/commons/math4/ode/nonstiff/AdamsBashforthIntegrator.java,133,0,0
src/main/java/org/apache/commons/math4/ode/nonstiff/AdamsFieldIntegrator.java,54,0,0
src/main/java/org/apache/commons/math4/ode/nonstiff/AdamsFieldStepInterpolator.java,88,0,0
src/main/java/org/apache/commons/math4/ode/nonstiff/AdamsIntegrator.java,47,0,0
src/main/java/org/apache/commons/math4/ode/nonstiff/AdamsMoultonFieldIntegrator.java,160,0,0
src/main/java/org/apache/commons/math4/ode/nonstiff/AdamsMoultonIntegrator.java,160,0,0
src/main/java/org/apache/commons/math4/ode/nonstiff/AdamsNordsieckFieldTransformer.java,126,0,0
src/main/java/org/apache/commons/math4/ode/nonstiff/AdamsNordsieckTransformer.java,125,0,0
src/main/java/org/apache/commons/math4/ode/nonstiff/AdaptiveStepsizeFieldIntegrator.java,157,0,0
src/main/java/org/apache/commons/math4/ode/nonstiff/AdaptiveStepsizeIntegrator.java,161,0,0
src/main/java/org/apache/commons/math4/ode/nonstiff/ClassicalRungeKuttaFieldIntegrator.java,54,0,0
src/main/java/org/apache/commons/math4/ode/nonstiff/ClassicalRungeKuttaFieldStepInterpolator.java,63,0,0
src/main/java/org/apache/commons/math4/ode/nonstiff/ClassicalRungeKuttaIntegrator.java,18,0,0
src/main/java/org/apache/commons/math4/ode/nonstiff/ClassicalRungeKuttaStepInterpolator.java,55,0,0
src/main/java/org/apache/commons/math4/ode/nonstiff/DormandPrince54FieldIntegrator.java,128,0,0
src/main/java/org/apache/commons/math4/ode/nonstiff/DormandPrince54FieldStepInterpolator.java,176,0,0
src/main/java/org/apache/commons/math4/ode/nonstiff/DormandPrince54Integrator.java,59,0,0
src/main/java/org/apache/commons/math4/ode/nonstiff/DormandPrince54StepInterpolator.java,112,0,0
src/main/java/org/apache/commons/math4/ode/nonstiff/DormandPrince853FieldIntegrator.java,294,0,0
src/main/java/org/apache/commons/math4/ode/nonstiff/DormandPrince853FieldStepInterpolator.java,231,0,0
src/main/java/org/apache/commons/math4/ode/nonstiff/DormandPrince853Integrator.java,127,0,0
src/main/java/org/apache/commons/math4/ode/nonstiff/DormandPrince853StepInterpolator.java,280,0,0
src/main/java/org/apache/commons/math4/ode/nonstiff/EmbeddedRungeKuttaFieldIntegrator.java,181,0,0
src/main/java/org/apache/commons/math4/ode/nonstiff/EmbeddedRungeKuttaIntegrator.java,181,0,0
src/main/java/org/apache/commons/math4/ode/nonstiff/EulerFieldIntegrator.java,36,0,0
src/main/java/org/apache/commons/math4/ode/nonstiff/EulerFieldStepInterpolator.java,47,0,0
src/main/java/org/apache/commons/math4/ode/nonstiff/EulerIntegrator.java,13,0,0
src/main/java/org/apache/commons/math4/ode/nonstiff/EulerStepInterpolator.java,30,0,0
src/main/java/org/apache/commons/math4/ode/nonstiff/FieldButcherArrayProvider.java,7,0,0
src/main/java/org/apache/commons/math4/ode/nonstiff/GillFieldIntegrator.java,58,0,0
src/main/java/org/apache/commons/math4/ode/nonstiff/GillFieldStepInterpolator.java,72,0,0
src/main/java/org/apache/commons/math4/ode/nonstiff/GillIntegrator.java,18,0,0
src/main/java/org/apache/commons/math4/ode/nonstiff/GillStepInterpolator.java,64,0,0
src/main/java/org/apache/commons/math4/ode/nonstiff/GraggBulirschStoerIntegrator.java,510,0,0
src/main/java/org/apache/commons/math4/ode/nonstiff/GraggBulirschStoerStepInterpolator.java,210,0,0
src/main/java/org/apache/commons/math4/ode/nonstiff/HighamHall54FieldIntegrator.java,125,0,0
src/main/java/org/apache/commons/math4/ode/nonstiff/HighamHall54FieldStepInterpolator.java,67,0,0
src/main/java/org/apache/commons/math4/ode/nonstiff/HighamHall54Integrator.java,57,0,0
src/main/java/org/apache/commons/math4/ode/nonstiff/HighamHall54StepInterpolator.java,62,0,0
src/main/java/org/apache/commons/math4/ode/nonstiff/LutherFieldIntegrator.java,77,0,0
src/main/java/org/apache/commons/math4/ode/nonstiff/LutherFieldStepInterpolator.java,99,0,0
src/main/java/org/apache/commons/math4/ode/nonstiff/LutherIntegrator.java,22,0,0
src/main/java/org/apache/commons/math4/ode/nonstiff/LutherStepInterpolator.java,72,0,0
src/main/java/org/apache/commons/math4/ode/nonstiff/MidpointFieldIntegrator.java,41,0,0
src/main/java/org/apache/commons/math4/ode/nonstiff/MidpointFieldStepInterpolator.java,53,0,0
src/main/java/org/apache/commons/math4/ode/nonstiff/MidpointIntegrator.java,15,0,0
src/main/java/org/apache/commons/math4/ode/nonstiff/MidpointStepInterpolator.java,40,0,0
src/main/java/org/apache/commons/math4/ode/nonstiff/RungeKuttaFieldIntegrator.java,132,0,0
src/main/java/org/apache/commons/math4/ode/nonstiff/RungeKuttaFieldStepInterpolator.java,67,0,0
src/main/java/org/apache/commons/math4/ode/nonstiff/RungeKuttaIntegrator.java,131,0,0
src/main/java/org/apache/commons/math4/ode/nonstiff/RungeKuttaStepInterpolator.java,90,0,0
src/main/java/org/apache/commons/math4/ode/nonstiff/ThreeEighthesFieldIntegrator.java,54,0,0
src/main/java/org/apache/commons/math4/ode/nonstiff/ThreeEighthesFieldStepInterpolator.java,64,0,0
src/main/java/org/apache/commons/math4/ode/nonstiff/ThreeEighthesIntegrator.java,17,0,0
src/main/java/org/apache/commons/math4/ode/nonstiff/ThreeEighthesStepInterpolator.java,58,0,0
src/main/java/org/apache/commons/math4/ode/sampling/AbstractFieldStepInterpolator.java,66,0,0
src/main/java/org/apache/commons/math4/ode/sampling/AbstractStepInterpolator.java,299,0,0
src/main/java/org/apache/commons/math4/ode/sampling/DummyStepHandler.java,20,0,0
src/main/java/org/apache/commons/math4/ode/sampling/FieldFixedStepHandler.java,7,0,0
src/main/java/org/apache/commons/math4/ode/sampling/FieldStepHandler.java,9,0,0
src/main/java/org/apache/commons/math4/ode/sampling/FieldStepInterpolator.java,9,0,0
src/main/java/org/apache/commons/math4/ode/sampling/FieldStepNormalizer.java,90,0,0
src/main/java/org/apache/commons/math4/ode/sampling/FixedStepHandler.java,5,0,0
src/main/java/org/apache/commons/math4/ode/sampling/NordsieckStepInterpolator.java,148,0,0
src/main/java/org/apache/commons/math4/ode/sampling/StepHandler.java,7,0,0
src/main/java/org/apache/commons/math4/ode/sampling/StepInterpolator.java,15,0,0
src/main/java/org/apache/commons/math4/ode/sampling/StepNormalizer.java,108,0,0
src/main/java/org/apache/commons/math4/ode/sampling/StepNormalizerBounds.java,19,0,0
src/main/java/org/apache/commons/math4/ode/sampling/StepNormalizerMode.java,5,0,0
src/main/java/org/apache/commons/math4/optim/linear/LinearConstraint.java,82,0,0
src/main/java/org/apache/commons/math4/optim/linear/LinearConstraintSet.java,20,0,0
src/main/java/org/apache/commons/math4/optim/linear/LinearObjectiveFunction.java,63,0,0
src/main/java/org/apache/commons/math4/optim/linear/LinearOptimizer.java,48,0,0
src/main/java/org/apache/commons/math4/optim/linear/NoFeasibleSolutionException.java,9,0,0
src/main/java/org/apache/commons/math4/optim/linear/NonNegativeConstraint.java,11,0,0
src/main/java/org/apache/commons/math4/optim/linear/PivotSelectionRule.java,6,0,0
src/main/java/org/apache/commons/math4/optim/linear/Relationship.java,24,0,0
src/main/java/org/apache/commons/math4/optim/linear/SimplexSolver.java,181,0,0
src/main/java/org/apache/commons/math4/optim/linear/SimplexTableau.java,384,0,0
src/main/java/org/apache/commons/math4/optim/linear/SolutionCallback.java,15,0,0
src/main/java/org/apache/commons/math4/optim/linear/UnboundedSolutionException.java,9,0,0
src/main/java/org/apache/commons/math4/optim/univariate/BracketFinder.java,165,0,0
src/main/java/org/apache/commons/math4/optim/univariate/BrentOptimizer.java,191,0,0
src/main/java/org/apache/commons/math4/optim/univariate/MultiStartUnivariateOptimizer.java,111,0,0
src/main/java/org/apache/commons/math4/optim/univariate/SearchInterval.java,36,0,0
src/main/java/org/apache/commons/math4/optim/univariate/SimpleUnivariateValueChecker.java,37,0,0
src/main/java/org/apache/commons/math4/optim/univariate/UnivariateObjectiveFunction.java,12,0,0
src/main/java/org/apache/commons/math4/optim/univariate/UnivariateOptimizer.java,60,0,0
src/main/java/org/apache/commons/math4/optim/univariate/UnivariatePointValuePair.java,18,0,0
src/main/java/org/apache/commons/math4/stat/correlation/Covariance.java,102,0,0
src/main/java/org/apache/commons/math4/stat/correlation/KendallsCorrelation.java,141,0,0
src/main/java/org/apache/commons/math4/stat/correlation/PearsonsCorrelation.java,123,0,0
src/main/java/org/apache/commons/math4/stat/correlation/SpearmansCorrelation.java,73,0,0
src/main/java/org/apache/commons/math4/stat/correlation/StorelessBivariateCovariance.java,50,0,0
src/main/java/org/apache/commons/math4/stat/correlation/StorelessCovariance.java,80,0,0
src/main/java/org/apache/commons/math4/stat/descriptive/AbstractStorelessUnivariateStatistic.java,68,0,0
src/main/java/org/apache/commons/math4/stat/descriptive/AbstractUnivariateStatistic.java,51,0,0
src/main/java/org/apache/commons/math4/stat/descriptive/AggregateSummaryStatistics.java,172,0,0
src/main/java/org/apache/commons/math4/stat/descriptive/DescriptiveStatistics.java,308,0,0
src/main/java/org/apache/commons/math4/stat/descriptive/MultivariateSummaryStatistics.java,272,0,0
src/main/java/org/apache/commons/math4/stat/descriptive/StatisticalMultivariateSummary.java,15,0,0
src/main/java/org/apache/commons/math4/stat/descriptive/StatisticalSummary.java,10,0,0
src/main/java/org/apache/commons/math4/stat/descriptive/StatisticalSummaryValues.java,94,0,0
src/main/java/org/apache/commons/math4/stat/descriptive/StorelessUnivariateStatistic.java,12,0,0
src/main/java/org/apache/commons/math4/stat/descriptive/SummaryStatistics.java,333,0,0
src/main/java/org/apache/commons/math4/stat/descriptive/SynchronizedDescriptiveStatistics.java,79,0,0
src/main/java/org/apache/commons/math4/stat/descriptive/SynchronizedMultivariateSummaryStatistics.java,138,0,0
src/main/java/org/apache/commons/math4/stat/descriptive/SynchronizedSummaryStatistics.java,172,0,0
src/main/java/org/apache/commons/math4/stat/descriptive/UnivariateStatistic.java,10,0,0
src/main/java/org/apache/commons/math4/stat/descriptive/WeightedEvaluation.java,7,0,0
src/main/java/org/apache/commons/math4/stat/inference/AlternativeHypothesis.java,6,0,0
src/main/java/org/apache/commons/math4/stat/inference/BinomialTest.java,72,0,0
src/main/java/org/apache/commons/math4/stat/inference/ChiSquareTest.java,190,0,0
src/main/java/org/apache/commons/math4/stat/inference/GTest.java,164,0,0
src/main/java/org/apache/commons/math4/stat/inference/InferenceTestUtils.java,272,0,0
src/main/java/org/apache/commons/math4/stat/inference/KolmogorovSmirnovTest.java,562,1,0
src/main/java/org/apache/commons/math4/stat/inference/MannWhitneyUTest.java,70,0,0
src/main/java/org/apache/commons/math4/stat/inference/OneWayAnova.java,111,0,0
src/main/java/org/apache/commons/math4/stat/inference/TTest.java,252,0,0
src/main/java/org/apache/commons/math4/stat/inference/WilcoxonSignedRankTest.java,114,0,0
src/main/java/org/apache/commons/math4/stat/interval/AgrestiCoullInterval.java,20,0,0
src/main/java/org/apache/commons/math4/stat/interval/BinomialConfidenceInterval.java,10,0,0
src/main/java/org/apache/commons/math4/stat/interval/ClopperPearsonInterval.java,26,0,0
src/main/java/org/apache/commons/math4/stat/interval/ConfidenceInterval.java,35,0,0
src/main/java/org/apache/commons/math4/stat/interval/IntervalUtils.java,46,0,0
src/main/java/org/apache/commons/math4/stat/interval/NormalApproximationInterval.java,16,0,0
src/main/java/org/apache/commons/math4/stat/interval/WilsonScoreInterval.java,23,0,1
src/main/java/org/apache/commons/math4/stat/ranking/NaNStrategy.java,8,0,0
src/main/java/org/apache/commons/math4/stat/ranking/NaturalRanking.java,224,0,0
src/main/java/org/apache/commons/math4/stat/ranking/RankingAlgorithm.java,4,0,0
src/main/java/org/apache/commons/math4/stat/ranking/TiesStrategy.java,8,0,0
src/main/java/org/apache/commons/math4/stat/regression/AbstractMultipleLinearRegression.java,163,0,0
src/main/java/org/apache/commons/math4/stat/regression/GLSMultipleLinearRegression.java,46,0,0
src/main/java/org/apache/commons/math4/stat/regression/MillerUpdatingRegression.java,781,0,0
src/main/java/org/apache/commons/math4/stat/regression/ModelSpecificationException.java,9,0,0
src/main/java/org/apache/commons/math4/stat/regression/MultipleLinearRegression.java,8,0,0
src/main/java/org/apache/commons/math4/stat/regression/OLSMultipleLinearRegression.java,85,0,0
src/main/java/org/apache/commons/math4/stat/regression/RegressionResults.java,180,0,0
src/main/java/org/apache/commons/math4/stat/regression/SimpleRegression.java,367,0,0
src/main/java/org/apache/commons/math4/stat/regression/UpdatingMultipleLinearRegression.java,12,0,0
src/main/java/org/apache/commons/math4/analysis/integration/gauss/BaseRuleFactory.java,58,0,0
src/main/java/org/apache/commons/math4/analysis/integration/gauss/GaussIntegrator.java,47,0,0
src/main/java/org/apache/commons/math4/analysis/integration/gauss/GaussIntegratorFactory.java,56,0,0
src/main/java/org/apache/commons/math4/analysis/integration/gauss/HermiteRuleFactory.java,91,0,0
src/main/java/org/apache/commons/math4/analysis/integration/gauss/LaguerreRuleFactory.java,44,0,0
src/main/java/org/apache/commons/math4/analysis/integration/gauss/LegendreHighPrecisionRuleFactory.java,124,0,0
src/main/java/org/apache/commons/math4/analysis/integration/gauss/LegendreRuleFactory.java,79,0,0
src/main/java/org/apache/commons/math4/analysis/integration/gauss/SymmetricGaussIntegrator.java,43,0,0
src/main/java/org/apache/commons/math4/geometry/euclidean/oned/Cartesian1D.java,182,0,0
src/main/java/org/apache/commons/math4/geometry/euclidean/oned/Euclidean1D.java,33,0,0
src/main/java/org/apache/commons/math4/geometry/euclidean/oned/Interval.java,37,0,0
src/main/java/org/apache/commons/math4/geometry/euclidean/oned/IntervalsSet.java,316,0,0
src/main/java/org/apache/commons/math4/geometry/euclidean/oned/OrientedPoint.java,55,0,0
src/main/java/org/apache/commons/math4/geometry/euclidean/oned/SubOrientedPoint.java,36,0,0
src/main/java/org/apache/commons/math4/geometry/euclidean/oned/Vector1D.java,5,0,0
src/main/java/org/apache/commons/math4/geometry/euclidean/oned/Vector1DFormat.java,56,0,0
src/main/java/org/apache/commons/math4/geometry/euclidean/threed/CardanEulerSingularityException.java,10,0,0
src/main/java/org/apache/commons/math4/geometry/euclidean/threed/Cartesian3D.java,282,0,0
src/main/java/org/apache/commons/math4/geometry/euclidean/threed/Euclidean3D.java,26,0,0
src/main/java/org/apache/commons/math4/geometry/euclidean/threed/FieldRotation.java,714,0,0
src/main/java/org/apache/commons/math4/geometry/euclidean/threed/FieldVector3D.java,484,0,0
src/main/java/org/apache/commons/math4/geometry/euclidean/threed/Line.java,114,0,0
src/main/java/org/apache/commons/math4/geometry/euclidean/threed/NotARotationMatrixException.java,10,0,0
src/main/java/org/apache/commons/math4/geometry/euclidean/threed/OutlineExtractor.java,157,0,0
src/main/java/org/apache/commons/math4/geometry/euclidean/threed/Plane.java,209,0,0
src/main/java/org/apache/commons/math4/geometry/euclidean/threed/PolyhedronsSet.java,364,0,0
src/main/java/org/apache/commons/math4/geometry/euclidean/threed/Rotation.java,657,0,0
src/main/java/org/apache/commons/math4/geometry/euclidean/threed/RotationConvention.java,5,0,0
src/main/java/org/apache/commons/math4/geometry/euclidean/threed/RotationOrder.java,51,0,0
src/main/java/org/apache/commons/math4/geometry/euclidean/threed/Segment.java,20,0,0
src/main/java/org/apache/commons/math4/geometry/euclidean/threed/SphereGenerator.java,92,0,0
src/main/java/org/apache/commons/math4/geometry/euclidean/threed/SphericalCoordinates.java,169,0,0
src/main/java/org/apache/commons/math4/geometry/euclidean/threed/SubLine.java,56,0,0
src/main/java/org/apache/commons/math4/geometry/euclidean/threed/SubPlane.java,61,0,0
src/main/java/org/apache/commons/math4/geometry/euclidean/threed/Vector3D.java,7,0,0
