,LLOC,DELTASPIKE-1307,DELTASPIKE-1303,DELTASPIKE-1282,DELTASPIKE-1299,DELTASPIKE-1278,DELTASPIKE-1302,DELTASPIKE-1296,DELTASPIKE-1281,DELTASPIKE-1287,DELTASPIKE-1272,DELTASPIKE-1294,DELTASPIKE-1256,DELTASPIKE-1249,DELTASPIKE-1230,DELTASPIKE-1242
deltaspike/core/impl/src/main/java/org/apache/deltaspike/core/impl/interceptor/GlobalInterceptorExtension.java,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
deltaspike/core/impl/src/main/java/org/apache/deltaspike/core/impl/interceptor/GlobalInterceptorWrapper.java,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
deltaspike/core/impl/src/main/java/org/apache/deltaspike/core/impl/interpreter/PropertyExpressionInterpreter.java,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
deltaspike/core/impl/src/main/java/org/apache/deltaspike/core/impl/jmx/AttributeAccessor.java,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
deltaspike/core/impl/src/main/java/org/apache/deltaspike/core/impl/jmx/BroadcasterProducer.java,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
deltaspike/core/impl/src/main/java/org/apache/deltaspike/core/impl/jmx/DynamicMBeanWrapper.java,474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
deltaspike/core/impl/src/main/java/org/apache/deltaspike/core/impl/jmx/JmxBroadcasterLifecycle.java,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
deltaspike/core/impl/src/main/java/org/apache/deltaspike/core/impl/jmx/MBeanExtension.java,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
deltaspike/core/impl/src/main/java/org/apache/deltaspike/core/impl/jmx/Operation.java,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
deltaspike/core/impl/src/main/java/org/apache/deltaspike/core/impl/lock/DefaultLockedStrategy.java,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
deltaspike/core/impl/src/main/java/org/apache/deltaspike/core/impl/lock/LockedInterceptor.java,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
deltaspike/core/impl/src/main/java/org/apache/deltaspike/core/impl/lock/LockSupplier.java,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
deltaspike/core/impl/src/main/java/org/apache/deltaspike/core/impl/lock/LockSupplierStorage.java,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
deltaspike/core/impl/src/main/java/org/apache/deltaspike/core/impl/message/DefaultLocaleResolver.java,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
deltaspike/core/impl/src/main/java/org/apache/deltaspike/core/impl/message/DefaultMessage.java,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
deltaspike/core/impl/src/main/java/org/apache/deltaspike/core/impl/message/DefaultMessageContext.java,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
deltaspike/core/impl/src/main/java/org/apache/deltaspike/core/impl/message/DefaultMessageInterpolator.java,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
deltaspike/core/impl/src/main/java/org/apache/deltaspike/core/impl/message/DefaultMessageResolver.java,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
deltaspike/core/impl/src/main/java/org/apache/deltaspike/core/impl/message/MessageBundleContext.java,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
deltaspike/core/impl/src/main/java/org/apache/deltaspike/core/impl/message/MessageBundleExtension.java,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
deltaspike/core/impl/src/main/java/org/apache/deltaspike/core/impl/message/MessageBundleInvocationHandler.java,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
deltaspike/core/impl/src/main/java/org/apache/deltaspike/core/impl/message/MessageFormatMessageInterpolator.java,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
deltaspike/core/impl/src/main/java/org/apache/deltaspike/core/impl/resourceloader/InjectableResourceProducer.java,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
deltaspike/core/impl/src/main/java/org/apache/deltaspike/core/impl/resourceloader/ResourceLoaderExtension.java,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
deltaspike/core/impl/src/main/java/org/apache/deltaspike/core/impl/scope/AbstractBeanHolder.java,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
deltaspike/core/impl/src/main/java/org/apache/deltaspike/core/impl/scope/DeltaSpikeContextExtension.java,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
deltaspike/core/impl/src/main/java/org/apache/deltaspike/core/impl/throttling/DefaultThrottledStrategy.java,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
deltaspike/core/impl/src/main/java/org/apache/deltaspike/core/impl/throttling/Invoker.java,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
deltaspike/core/impl/src/main/java/org/apache/deltaspike/core/impl/throttling/InvokerStorage.java,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
deltaspike/core/impl/src/main/java/org/apache/deltaspike/core/impl/throttling/ThrottledInterceptor.java,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
deltaspike/core/impl/src/main/java/org/apache/deltaspike/core/impl/util/AnnotatedMethods.java,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
deltaspike/core/impl/src/main/java/org/apache/deltaspike/core/impl/util/AnnotationInstanceUtils.java,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
deltaspike/core/impl/src/main/java/org/apache/deltaspike/core/impl/util/ConversationUtils.java,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
deltaspike/core/impl/src/main/java/org/apache/deltaspike/core/impl/util/JndiUtils.java,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
deltaspike/core/impl/src/main/java/org/apache/deltaspike/core/impl/exception/control/DefaultExceptionEvent.java,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
deltaspike/core/impl/src/main/java/org/apache/deltaspike/core/impl/exception/control/ExceptionHandlerBroadcaster.java,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
deltaspike/core/impl/src/main/java/org/apache/deltaspike/core/impl/exception/control/ExceptionHandlerComparator.java,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
deltaspike/core/impl/src/main/java/org/apache/deltaspike/core/impl/exception/control/HandlerMethodImpl.java,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
deltaspike/core/impl/src/main/java/org/apache/deltaspike/core/impl/exception/control/HandlerMethodStorage.java,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
deltaspike/core/impl/src/main/java/org/apache/deltaspike/core/impl/exception/control/HandlerMethodStorageImpl.java,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
deltaspike/core/impl/src/main/java/org/apache/deltaspike/core/impl/exception/control/HandlerMethodStorageProducer.java,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
deltaspike/core/impl/src/main/java/org/apache/deltaspike/core/impl/exception/control/OutboundParameterValueRedefiner.java,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
deltaspike/core/impl/src/main/java/org/apache/deltaspike/core/impl/exclude/extension/ExcludeExtension.java,436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
deltaspike/core/impl/src/main/java/org/apache/deltaspike/core/impl/scope/conversation/ConversationBeanHolder.java,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
deltaspike/core/impl/src/main/java/org/apache/deltaspike/core/impl/scope/conversation/ConversationKey.java,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
deltaspike/core/impl/src/main/java/org/apache/deltaspike/core/impl/scope/conversation/GroupedConversationArtifactProducer.java,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
deltaspike/core/impl/src/main/java/org/apache/deltaspike/core/impl/scope/conversation/GroupedConversationContext.java,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
deltaspike/core/impl/src/main/java/org/apache/deltaspike/core/impl/scope/conversation/InjectableGroupedConversation.java,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
deltaspike/core/impl/src/main/java/org/apache/deltaspike/core/impl/scope/conversation/InjectableGroupedConversationManager.java,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
deltaspike/core/impl/src/main/java/org/apache/deltaspike/core/impl/scope/viewaccess/InjectableViewAccessContextManager.java,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
deltaspike/core/impl/src/main/java/org/apache/deltaspike/core/impl/scope/viewaccess/ViewAccessBeanAccessHistory.java,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
deltaspike/core/impl/src/main/java/org/apache/deltaspike/core/impl/scope/viewaccess/ViewAccessBeanHolder.java,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
deltaspike/core/impl/src/main/java/org/apache/deltaspike/core/impl/scope/viewaccess/ViewAccessContext.java,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
deltaspike/core/impl/src/main/java/org/apache/deltaspike/core/impl/scope/viewaccess/ViewAccessContextArtifactProducer.java,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
deltaspike/core/impl/src/main/java/org/apache/deltaspike/core/impl/scope/viewaccess/ViewAccessViewHistory.java,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
deltaspike/core/impl/src/main/java/org/apache/deltaspike/core/impl/scope/window/DefaultWindowContextQuotaHandler.java,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
deltaspike/core/impl/src/main/java/org/apache/deltaspike/core/impl/scope/window/InjectableWindowContext.java,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
deltaspike/core/impl/src/main/java/org/apache/deltaspike/core/impl/scope/window/WindowBeanHolder.java,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
deltaspike/core/impl/src/main/java/org/apache/deltaspike/core/impl/scope/window/WindowContextImpl.java,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
deltaspike/core/impl/src/main/java/org/apache/deltaspike/core/impl/scope/window/WindowContextProducer.java,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
deltaspike/core/impl/src/main/java/org/apache/deltaspike/core/impl/scope/window/WindowContextQuotaHandlerCache.java,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
deltaspike/core/impl/src/main/java/org/apache/deltaspike/core/impl/scope/window/WindowIdHolder.java,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
deltaspike/core/impl/src/main/java/org/apache/deltaspike/core/impl/exception/control/extension/ExceptionControlExtension.java,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
deltaspike/modules/partial-bean/impl/src/main/java/org/apache/deltaspike/partialbean/impl/DeltaSpikePartialProducerLifecycle.java,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
deltaspike/modules/partial-bean/impl/src/main/java/org/apache/deltaspike/partialbean/impl/PartialBeanBindingExtension.java,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
deltaspike/modules/partial-bean/impl/src/main/java/org/apache/deltaspike/partialbean/impl/PartialBeanDescriptor.java,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
deltaspike/modules/partial-bean/impl/src/main/java/org/apache/deltaspike/partialbean/impl/PartialBeanProxyFactory.java,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
deltaspike/modules/partial-bean/api/src/main/java/org/apache/deltaspike/partialbean/api/PartialBeanBinding.java,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
deltaspike/modules/jpa/impl/src/main/java/org/apache/deltaspike/jpa/impl/entitymanager/DefaultEntityManagerHolder.java,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
deltaspike/modules/jpa/impl/src/main/java/org/apache/deltaspike/jpa/impl/entitymanager/EntityManagerFactoryProducer.java,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
deltaspike/modules/jpa/impl/src/main/java/org/apache/deltaspike/jpa/impl/entitymanager/EntityManagerMetadata.java,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
deltaspike/modules/jpa/impl/src/main/java/org/apache/deltaspike/jpa/impl/entitymanager/EntityManagerRef.java,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
deltaspike/modules/jpa/impl/src/main/java/org/apache/deltaspike/jpa/impl/entitymanager/EntityManagerRefLookup.java,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
deltaspike/modules/jpa/impl/src/main/java/org/apache/deltaspike/jpa/impl/entitymanager/PersistenceConfigurationProviderImpl.java,48,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
deltaspike/modules/jpa/impl/src/main/java/org/apache/deltaspike/jpa/impl/transaction/BeanManagedUserTransactionStrategy.java,270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
deltaspike/modules/jpa/impl/src/main/java/org/apache/deltaspike/jpa/impl/transaction/ContainerManagedTransactionStrategy.java,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
deltaspike/modules/jpa/impl/src/main/java/org/apache/deltaspike/jpa/impl/transaction/EnvironmentAwareTransactionStrategy.java,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
deltaspike/modules/jpa/impl/src/main/java/org/apache/deltaspike/jpa/impl/transaction/ManagedUserTransactionResolver.java,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
deltaspike/modules/jpa/impl/src/main/java/org/apache/deltaspike/jpa/impl/transaction/ResourceLocalTransactionStrategy.java,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
deltaspike/modules/jpa/impl/src/main/java/org/apache/deltaspike/jpa/impl/transaction/TransactionalInterceptor.java,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
deltaspike/modules/jpa/impl/src/main/java/org/apache/deltaspike/jpa/impl/transaction/TransactionStrategyHelper.java,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
deltaspike/modules/jpa/impl/src/main/java/org/apache/deltaspike/jpa/impl/transaction/UserTransactionResolver.java,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
deltaspike/modules/jpa/impl/src/main/java/org/apache/deltaspike/jpa/impl/descriptor/xml/PersistenceUnitDescriptorInitExtension.java,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
deltaspike/modules/jpa/impl/src/main/java/org/apache/deltaspike/jpa/impl/transaction/context/EntityManagerEntry.java,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
deltaspike/modules/jpa/impl/src/main/java/org/apache/deltaspike/jpa/impl/transaction/context/TransactionBeanEntry.java,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
deltaspike/modules/jpa/impl/src/main/java/org/apache/deltaspike/jpa/impl/transaction/context/TransactionBeanStorage.java,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
deltaspike/modules/jpa/impl/src/main/java/org/apache/deltaspike/jpa/impl/transaction/context/TransactionContext.java,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
deltaspike/modules/jpa/impl/src/main/java/org/apache/deltaspike/jpa/impl/transaction/context/TransactionContextExtension.java,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
deltaspike/modules/jpa/api/src/main/java/org/apache/deltaspike/jpa/api/entitymanager/EntityManagerConfig.java,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
deltaspike/modules/jpa/api/src/main/java/org/apache/deltaspike/jpa/api/entitymanager/EntityManagerResolver.java,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
deltaspike/modules/jpa/api/src/main/java/org/apache/deltaspike/jpa/api/entitymanager/PersistenceUnitName.java,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
deltaspike/modules/jpa/api/src/main/java/org/apache/deltaspike/jpa/api/transaction/Transactional.java,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
deltaspike/modules/jpa/api/src/main/java/org/apache/deltaspike/jpa/api/transaction/TransactionConfig.java,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
deltaspike/modules/jpa/api/src/main/java/org/apache/deltaspike/jpa/api/transaction/TransactionHelper.java,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
deltaspike/modules/jpa/api/src/main/java/org/apache/deltaspike/jpa/api/transaction/TransactionScoped.java,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
deltaspike/modules/jpa/api/src/main/java/org/apache/deltaspike/jpa/spi/entitymanager/ActiveEntityManagerHolder.java,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
deltaspike/modules/jpa/api/src/main/java/org/apache/deltaspike/jpa/spi/entitymanager/PersistenceConfigurationProvider.java,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
deltaspike/modules/jpa/api/src/main/java/org/apache/deltaspike/jpa/spi/entitymanager/QualifierBackedEntityManagerResolver.java,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
deltaspike/modules/jpa/api/src/main/java/org/apache/deltaspike/jpa/spi/transaction/TransactionStrategy.java,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
deltaspike/modules/jpa/api/src/main/java/org/apache/deltaspike/jpa/api/config/base/JpaBaseConfig.java,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
deltaspike/modules/jpa/api/src/main/java/org/apache/deltaspike/jpa/spi/descriptor/xml/AbstractEntityDescriptor.java,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
deltaspike/modules/jpa/api/src/main/java/org/apache/deltaspike/jpa/spi/descriptor/xml/AbstractEntityHierarchyBuilder.java,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
deltaspike/modules/jpa/api/src/main/java/org/apache/deltaspike/jpa/spi/descriptor/xml/Descriptor.java,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
deltaspike/modules/jpa/api/src/main/java/org/apache/deltaspike/jpa/spi/descriptor/xml/DescriptorReader.java,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
deltaspike/modules/jpa/api/src/main/java/org/apache/deltaspike/jpa/spi/descriptor/xml/EntityDescriptor.java,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
deltaspike/modules/jpa/api/src/main/java/org/apache/deltaspike/jpa/spi/descriptor/xml/EntityMappingsDescriptor.java,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
deltaspike/modules/jpa/api/src/main/java/org/apache/deltaspike/jpa/spi/descriptor/xml/EntityMappingsDescriptorParser.java,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
deltaspike/modules/jpa/api/src/main/java/org/apache/deltaspike/jpa/spi/descriptor/xml/MappedSuperclassDescriptor.java,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
deltaspike/modules/jpa/api/src/main/java/org/apache/deltaspike/jpa/spi/descriptor/xml/PersistenceUnitDescriptor.java,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
deltaspike/modules/jpa/api/src/main/java/org/apache/deltaspike/jpa/spi/descriptor/xml/PersistenceUnitDescriptorParser.java,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
deltaspike/modules/jpa/api/src/main/java/org/apache/deltaspike/jpa/spi/descriptor/xml/PersistenceUnitDescriptorProvider.java,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
deltaspike/modules/scheduler/impl/src/main/java/org/apache/deltaspike/scheduler/impl/AbstractQuartzScheduler.java,459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
deltaspike/modules/scheduler/impl/src/main/java/org/apache/deltaspike/scheduler/impl/CdiAwareJobFactory.java,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
deltaspike/modules/scheduler/impl/src/main/java/org/apache/deltaspike/scheduler/impl/DynamicExpressionObserverJob.java,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
deltaspike/modules/scheduler/impl/src/main/java/org/apache/deltaspike/scheduler/impl/JobQuartzScheduler.java,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
deltaspike/modules/scheduler/impl/src/main/java/org/apache/deltaspike/scheduler/impl/JobRunnableAdapter.java,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
deltaspike/modules/scheduler/impl/src/main/java/org/apache/deltaspike/scheduler/impl/QuartzSchedulerProducer.java,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
deltaspike/modules/scheduler/impl/src/main/java/org/apache/deltaspike/scheduler/impl/RunnableQuartzScheduler.java,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
deltaspike/modules/scheduler/impl/src/main/java/org/apache/deltaspike/scheduler/impl/SchedulerBaseConfig.java,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
deltaspike/modules/scheduler/impl/src/main/java/org/apache/deltaspike/scheduler/impl/SchedulerExtension.java,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
deltaspike/modules/scheduler/impl/src/main/java/org/apache/deltaspike/scheduler/impl/SchedulerProducer.java,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
deltaspike/modules/scheduler/api/src/main/java/org/apache/deltaspike/scheduler/api/Scheduled.java,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
deltaspike/modules/scheduler/api/src/main/java/org/apache/deltaspike/scheduler/spi/Scheduler.java,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
deltaspike/modules/security/impl/src/main/java/org/apache/deltaspike/security/impl/authorization/AccessDeniedExceptionBroadcaster.java,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
deltaspike/modules/security/impl/src/main/java/org/apache/deltaspike/security/impl/authorization/DefaultAccessDecisionVoterContext.java,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
deltaspike/modules/security/impl/src/main/java/org/apache/deltaspike/security/impl/authorization/SecuredAnnotationAuthorizer.java,110,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
deltaspike/modules/security/impl/src/main/java/org/apache/deltaspike/security/impl/authorization/SecurityParameterValueRedefiner.java,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
deltaspike/modules/security/impl/src/main/java/org/apache/deltaspike/security/impl/authorization/SkipInternalProcessingException.java,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
deltaspike/modules/security/impl/src/main/java/org/apache/deltaspike/security/impl/extension/AuthorizationParameter.java,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
deltaspike/modules/security/impl/src/main/java/org/apache/deltaspike/security/impl/extension/Authorizer.java,259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
deltaspike/modules/security/impl/src/main/java/org/apache/deltaspike/security/impl/extension/DefaultSecurityStrategy.java,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
deltaspike/modules/security/impl/src/main/java/org/apache/deltaspike/security/impl/extension/SecurityExtension.java,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
deltaspike/modules/security/impl/src/main/java/org/apache/deltaspike/security/impl/extension/SecurityInterceptor.java,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
deltaspike/modules/security/impl/src/main/java/org/apache/deltaspike/security/impl/extension/SecurityInterceptorBinding.java,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
deltaspike/modules/security/impl/src/main/java/org/apache/deltaspike/security/impl/extension/SecurityInterceptorBindingLiteral.java,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
deltaspike/modules/security/impl/src/main/java/org/apache/deltaspike/security/impl/extension/SecurityMetaDataStorage.java,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
deltaspike/modules/security/impl/src/main/java/org/apache/deltaspike/security/impl/util/SecurityUtils.java,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
deltaspike/modules/security/api/src/main/java/org/apache/deltaspike/security/api/SecurityException.java,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
deltaspike/modules/security/api/src/main/java/org/apache/deltaspike/security/api/authorization/AbstractAccessDecisionVoter.java,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
deltaspike/modules/security/api/src/main/java/org/apache/deltaspike/security/api/authorization/AbstractDecisionVoter.java,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
deltaspike/modules/security/api/src/main/java/org/apache/deltaspike/security/api/authorization/AccessDecisionState.java,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
deltaspike/modules/security/api/src/main/java/org/apache/deltaspike/security/api/authorization/AccessDecisionVoter.java,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
deltaspike/modules/security/api/src/main/java/org/apache/deltaspike/security/api/authorization/AccessDecisionVoterContext.java,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
deltaspike/modules/security/api/src/main/java/org/apache/deltaspike/security/api/authorization/AccessDeniedException.java,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
deltaspike/modules/security/api/src/main/java/org/apache/deltaspike/security/api/authorization/ErrorViewAwareAccessDeniedException.java,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
deltaspike/modules/security/api/src/main/java/org/apache/deltaspike/security/api/authorization/Secured.java,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
deltaspike/modules/security/api/src/main/java/org/apache/deltaspike/security/api/authorization/SecuredReturn.java,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
deltaspike/modules/security/api/src/main/java/org/apache/deltaspike/security/api/authorization/Secures.java,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
deltaspike/modules/security/api/src/main/java/org/apache/deltaspike/security/api/authorization/SecurityBindingType.java,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
deltaspike/modules/security/api/src/main/java/org/apache/deltaspike/security/api/authorization/SecurityDefinitionException.java,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
deltaspike/modules/security/api/src/main/java/org/apache/deltaspike/security/api/authorization/SecurityParameterBinding.java,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
deltaspike/modules/security/api/src/main/java/org/apache/deltaspike/security/api/authorization/SecurityViolation.java,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
deltaspike/modules/security/api/src/main/java/org/apache/deltaspike/security/api/authorization/SimpleSecurityViolation.java,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
deltaspike/modules/security/api/src/main/java/org/apache/deltaspike/security/spi/authorization/EditableAccessDecisionVoterContext.java,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
deltaspike/modules/security/api/src/main/java/org/apache/deltaspike/security/spi/authorization/SecurityStrategy.java,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
deltaspike/modules/security/api/src/main/java/org/apache/deltaspike/security/spi/authorization/SecurityViolationHandler.java,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
deltaspike/modules/jsf/impl/src/main/java/org/apache/deltaspike/jsf/impl/injection/AbstractBeanStorage.java,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
deltaspike/modules/jsf/impl/src/main/java/org/apache/deltaspike/jsf/impl/injection/AbstractContextualReferenceWrapper.java,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
deltaspike/modules/jsf/impl/src/main/java/org/apache/deltaspike/jsf/impl/injection/ConverterWrapper.java,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
deltaspike/modules/jsf/impl/src/main/java/org/apache/deltaspike/jsf/impl/injection/DependentBeanEntry.java,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
