,LLOC,ab7ce2f6ec40e865f00efcd86e344f95db733acb,fda9f73f94080815ec643d7320c32a905c65db61,fa03d461d1e0b2a4e096b7c9a0e6ed0cf4cc0aa5,712f514f4215356c3453247e65d3a0c0a9018dbf,9feb51fcf63e2700b6f3171ba3c0533cc26d6bf4,cc5cb1cf7d0c6fcb1f1695ba63863231d4f8e613,45e4ba325f7d8b17b366a412dca7c26970834924,4fe97b13f8b4d70fa8eff2953a06f329bdf3c7ac,358bac68c089a12ff346c8665cd860f5fe6a38e9,86c8473bff9759995d539859809f4f456ba6b4aa,53db0052691c71951e8e54caefafb9a2ed677063,cb50d1940f53027fb76da03201ee5dc8cb5c81c2,bc458a5b045a9d3c08a9f82950dd77c69f80859e
ws-security-stax/src/main/java/org/apache/wss4j/stax/impl/processor/output/EncryptedKeyOutputProcessor.java,328,0,0,0,0,0,0,0,0,0,0,0,0,0
ws-security-stax/src/main/java/org/apache/wss4j/stax/impl/processor/output/SignatureConfirmationOutputProcessor.java,59,0,0,0,0,0,0,0,0,0,0,0,0,0
ws-security-stax/src/main/java/org/apache/wss4j/stax/impl/processor/output/UsernameTokenOutputProcessor.java,192,0,0,0,0,0,0,0,0,0,0,0,0,0
ws-security-common/src/main/java/org/apache/wss4j/common/crypto/Crypto.java,41,0,0,0,0,0,0,0,0,0,0,0,0,0
ws-security-stax/src/main/java/org/apache/wss4j/stax/setup/OutboundWSSec.java,574,0,0,0,0,0,0,0,0,0,0,0,0,0
performance/src/test/java/org/apache/wss4j/performance/PerformanceMemoryTest.java,364,0,0,0,0,0,0,0,0,0,0,0,0,0
policy/src/main/java/org/apache/wss4j/policy/model/NSStack.java,176,0,0,0,0,0,0,0,0,0,0,0,0,0
ws-security-common/src/main/java/org/apache/wss4j/common/saml/SAMLUtil.java,182,0,0,0,0,0,0,0,0,0,0,0,0,0
ws-security-common/src/main/java/org/apache/wss4j/common/util/NSStack.java,166,0,0,0,0,0,0,0,0,0,0,0,0,0
ws-security-stax/src/main/java/org/apache/wss4j/stax/impl/processor/input/SecurityHeaderInputProcessor.java,202,0,0,0,0,0,0,0,0,0,0,0,0,0
ws-security-stax/src/main/java/org/apache/wss4j/stax/impl/processor/output/SecurityHeaderReorderProcessor.java,133,0,0,0,0,0,0,0,0,0,0,0,0,0
ws-security-common/src/main/java/org/apache/wss4j/common/crypto/AlgorithmSuite.java,118,0,0,0,0,0,0,0,0,0,0,0,0,0
ws-security-common/src/main/java/org/apache/wss4j/common/ext/Attachment.java,37,0,0,0,0,0,0,0,0,0,0,0,0,0
policy/src/main/java/org/apache/wss4j/policy/builders/HttpsTokenBuilder.java,59,0,0,0,0,0,0,0,0,0,0,0,0,0
policy/src/main/java/org/apache/wss4j/policy/builders/KerberosTokenBuilder.java,50,0,0,0,0,0,0,0,0,0,0,0,0,0
policy/src/main/java/org/apache/wss4j/policy/builders/KeyValueTokenBuilder.java,45,0,0,0,0,0,0,0,0,0,0,0,0,0
policy/src/main/java/org/apache/wss4j/policy/builders/SamlTokenBuilder.java,50,0,0,0,0,0,0,0,0,0,0,0,0,0
policy/src/main/java/org/apache/wss4j/policy/builders/SecureConversationTokenBuilder.java,47,0,0,0,0,0,0,0,0,0,0,0,0,0
policy/src/main/java/org/apache/wss4j/policy/builders/SecurityContextTokenBuilder.java,50,0,0,0,0,0,0,0,0,0,0,0,0,0
policy/src/main/java/org/apache/wss4j/policy/builders/SpnegoContextTokenBuilder.java,47,0,0,0,0,0,0,0,0,0,0,0,0,0
policy/src/main/java/org/apache/wss4j/policy/builders/UsernameTokenBuilder.java,50,0,0,0,0,0,0,0,0,0,0,0,0,0
policy/src/main/java/org/apache/wss4j/policy/builders/X509TokenBuilder.java,50,0,0,0,0,0,0,0,0,0,0,0,0,0
ws-security-common/src/main/java/org/apache/wss4j/common/saml/builder/SAML1Constants.java,37,0,0,0,0,0,0,0,0,0,0,0,0,0
ws-security-common/src/main/java/org/apache/wss4j/common/saml/builder/SAML2Constants.java,83,0,0,0,0,0,0,0,0,0,0,0,0,0
ws-security-common/src/main/java/org/apache/wss4j/common/crypto/DERDecoder.java,105,0,0,0,0,0,0,0,0,0,0,0,0,0
ws-security-dom/src/main/java/org/apache/wss4j/dom/action/AbstractDerivedAction.java,117,0,0,0,0,0,0,0,0,0,0,0,0,0
ws-security-dom/src/main/java/org/apache/wss4j/dom/action/Action.java,12,0,0,0,0,0,0,0,0,0,0,0,0,0
ws-security-dom/src/main/java/org/apache/wss4j/dom/action/CustomTokenAction.java,39,0,0,0,0,0,0,0,0,0,0,0,0,0
ws-security-dom/src/main/java/org/apache/wss4j/dom/message/WSSecDerivedKeyBase.java,205,0,0,0,0,0,0,0,0,0,0,0,0,0
ws-security-dom/src/main/java/org/apache/wss4j/dom/message/WSSecSAMLToken.java,54,0,0,0,0,0,0,0,0,0,0,0,0,0
ws-security-dom/src/main/java/org/apache/wss4j/dom/message/WSSecSecurityContextToken.java,88,0,0,0,0,0,0,0,0,0,0,0,0,0
ws-security-dom/src/main/java/org/apache/wss4j/dom/message/WSSecSignatureConfirmation.java,44,0,0,0,0,0,0,0,0,0,0,0,0,0
ws-security-dom/src/main/java/org/apache/wss4j/dom/message/WSSecTimestamp.java,63,0,0,0,0,0,0,0,0,0,0,0,0,0
ws-security-dom/src/main/java/org/apache/wss4j/dom/message/WSSecUsernameToken.java,119,0,0,0,0,0,0,0,0,0,0,0,0,0
ws-security-common/src/main/java/org/apache/wss4j/common/token/BinarySecurity.java,219,0,0,0,0,0,0,0,0,0,0,0,0,0
ws-security-common/src/main/java/org/apache/wss4j/common/token/SecurityTokenReference.java,495,0,0,0,0,0,0,0,0,0,0,0,0,0
ws-security-dom/src/test/java/org/apache/wss4j/dom/handler/CustomTokenTest.java,90,0,0,0,0,0,0,0,0,0,0,0,0,0
ws-security-dom/src/test/java/org/apache/wss4j/dom/message/CertErrorTest.java,47,0,0,0,0,0,0,0,0,0,0,0,0,0
ws-security-dom/src/test/java/org/apache/wss4j/dom/message/PasswordTypeTest.java,127,0,0,0,0,0,0,0,0,0,0,0,0,0
ws-security-dom/src/test/java/org/apache/wss4j/dom/message/SignatureAKITest.java,83,0,0,0,0,0,0,0,0,0,0,0,0,0
ws-security-common/src/test/java/org/apache/wss4j/common/crypto/SKITest.java,55,0,0,0,0,0,0,0,0,0,0,0,0,0
ws-security-dom/src/test/java/org/apache/wss4j/dom/saml/SamlAuthnTest.java,142,0,0,0,0,0,0,0,0,0,0,0,0,0
ws-security-dom/src/test/java/org/apache/wss4j/dom/saml/SamlTokenTest.java,1020,0,0,0,0,0,0,0,0,0,0,0,0,0
ws-security-dom/src/test/java/org/apache/wss4j/dom/validate/ValidatorTest.java,215,0,0,0,0,0,0,0,0,0,0,0,0,0
ws-security-dom/src/test/java/org/apache/wss4j/dom/common/CustomAction.java,18,0,0,0,0,0,0,0,0,0,0,0,0,0
ws-security-dom/src/test/java/org/apache/wss4j/dom/misc/PrincipalTest.java,254,0,0,0,0,0,0,0,0,0,0,0,0,0
ws-security-dom/src/test/java/org/apache/wss4j/dom/components/crypto/CryptoProviderTest.java,197,0,0,0,0,0,0,0,0,0,0,0,0,0
ws-security-dom/src/test/java/org/apache/wss4j/dom/components/crypto/CryptoTest.java,116,0,0,0,0,0,0,0,0,0,0,0,0,0
ws-security-dom/src/main/java/org/apache/wss4j/dom/message/token/SignatureConfirmation.java,77,0,0,0,0,0,0,0,0,0,0,0,0,0
ws-security-stax/src/test/java/org/apache/wss4j/stax/test/XOPAttachmentTest.java,139,0,0,0,0,0,0,0,0,0,0,0,0,0
ws-security-stax/src/test/java/org/apache/wss4j/stax/test/saml/SamlTokenDerivedTest.java,140,0,0,0,0,0,0,0,0,0,0,0,0,0
ws-security-dom/src/main/java/org/apache/wss4j/dom/handler/WSHandlerConstants.java,29,0,0,0,0,0,0,0,0,0,0,0,0,0
ws-security-dom/src/test/java/org/apache/wss4j/dom/common/KeystoreCallbackHandler.java,33,0,0,0,0,0,0,0,0,0,0,0,0,0
ws-security-dom/src/test/java/org/apache/wss4j/dom/common/UsernamePasswordCallbackHandler.java,30,0,0,0,0,0,0,0,0,0,0,0,0,0
ws-security-stax/src/main/java/org/apache/wss4j/stax/ext/WSSCrypto.java,91,0,0,0,0,0,0,0,0,0,0,0,0,0
ws-security-stax/src/main/java/org/apache/wss4j/stax/securityEvent/WSSecurityEventConstants.java,20,0,0,0,0,0,0,0,0,0,0,0,0,0
ws-security-stax/src/main/java/org/apache/wss4j/stax/setup/InboundWSSec.java,151,0,0,0,0,0,0,0,0,0,0,0,0,0
ws-security-stax/src/main/java/org/apache/wss4j/stax/impl/securityToken/ExternalSecurityTokenImpl.java,57,0,0,0,0,0,0,0,0,0,0,0,0,0
ws-security-stax/src/main/java/org/apache/wss4j/stax/impl/securityToken/KerberosClientSecurityToken.java,121,0,0,0,0,0,0,0,0,0,0,0,0,0
ws-security-common/src/main/java/org/apache/wss4j/common/crypto/CryptoType.java,59,0,0,0,0,0,0,0,0,0,0,0,0,0
ws-security-stax/src/main/java/org/apache/wss4j/stax/securityEvent/NoSecuritySecurityEvent.java,7,0,0,0,0,0,0,0,0,0,0,0,0,0
ws-security-common/src/main/java/org/apache/wss4j/common/kerberos/KerberosTokenDecoderException.java,13,0,0,0,0,0,0,0,0,0,0,0,0,0
ws-security-common/src/main/java/org/apache/wss4j/common/cache/MemoryReplayCache.java,69,0,0,0,0,0,0,0,0,0,0,0,0,0
ws-security-common/src/main/java/org/apache/wss4j/common/util/InetAddressUtils.java,45,0,0,0,0,0,0,0,0,0,0,0,0,0
ws-security-common/src/main/java/org/apache/wss4j/common/util/DateUtil.java,41,0,0,0,0,0,0,0,0,0,0,0,0,0
ws-security-common/src/main/java/org/apache/wss4j/common/util/WSCurrentTimeSource.java,7,0,0,0,0,0,0,0,0,0,0,0,0,0
ws-security-dom/src/main/java/org/apache/wss4j/dom/util/EncryptionUtils.java,410,0,0,0,0,0,0,0,0,0,0,0,0,0
ws-security-dom/src/main/java/org/apache/wss4j/dom/message/token/DerivedKeyToken.java,417,0,0,0,0,0,0,0,0,0,0,0,0,0
ws-security-dom/src/main/java/org/apache/wss4j/dom/validate/SamlAssertionValidator.java,185,0,0,0,0,0,0,0,0,0,0,0,0,0
ws-security-dom/src/main/java/org/apache/wss4j/dom/message/token/Timestamp.java,199,0,0,0,0,0,0,0,0,0,0,0,0,0
ws-security-dom/src/main/java/org/apache/wss4j/dom/message/token/UsernameToken.java,566,0,0,0,0,0,0,0,0,0,0,0,0,0
ws-security-dom/src/test/java/org/apache/wss4j/dom/message/TimestampTest.java,615,0,0,0,0,0,0,0,0,0,0,0,0,0
ws-security-stax/src/main/java/org/apache/wss4j/stax/securityEvent/TimestampSecurityEvent.java,22,0,0,0,0,0,0,0,0,0,0,0,0,0
ws-security-stax/src/main/java/org/apache/wss4j/stax/validate/SamlTokenValidatorImpl.java,184,0,0,0,0,0,0,0,0,0,0,0,0,0
ws-security-stax/src/main/java/org/apache/wss4j/stax/validate/TimestampValidatorImpl.java,55,0,0,0,0,0,0,0,0,0,0,0,0,0
ws-security-stax/src/main/java/org/apache/wss4j/stax/impl/processor/input/TimestampInputHandler.java,157,0,0,0,0,0,0,0,0,0,0,0,0,0
ws-security-stax/src/main/java/org/apache/wss4j/stax/impl/processor/input/UsernameTokenInputHandler.java,159,0,0,0,0,0,0,0,0,0,0,0,0,0
ws-security-stax/src/main/java/org/apache/wss4j/stax/impl/processor/output/TimestampOutputProcessor.java,45,0,0,0,0,0,0,0,0,0,0,0,0,0
ws-security-dom/src/main/java/org/apache/wss4j/dom/action/SAMLTokenSignedAction.java,101,0,0,0,1,0,0,0,0,0,0,0,0,0
ws-security-dom/src/main/java/org/apache/wss4j/dom/action/SignatureAction.java,136,0,0,0,0,0,1,0,0,0,0,0,0,0
ws-security-dom/src/main/java/org/apache/wss4j/dom/message/WSSecSignature.java,574,0,1,0,0,0,1,0,0,1,0,0,0,0
ws-security-dom/src/main/java/org/apache/wss4j/dom/saml/WSSecSignatureSAML.java,373,0,0,0,0,0,0,0,0,0,0,0,0,0
ws-security-dom/src/test/java/org/apache/wss4j/dom/saml/SignedSamlTokenHOKTest.java,594,0,0,0,0,0,0,0,0,0,0,0,0,0
ws-security-dom/src/test/java/org/apache/wss4j/dom/common/AbstractSAMLCallbackHandler.java,213,0,0,0,0,0,0,0,1,0,0,0,0,0
ws-security-common/src/main/java/org/apache/wss4j/common/token/DOMX509Data.java,39,0,0,0,0,0,0,0,0,0,0,0,0,0
ws-security-common/src/main/java/org/apache/wss4j/common/token/DOMX509IssuerSerial.java,59,0,0,0,0,0,0,0,0,0,0,0,0,0
ws-security-common/src/main/java/org/apache/wss4j/common/token/PKIPathSecurity.java,46,0,0,0,0,0,0,0,0,0,0,0,0,0
ws-security-common/src/main/java/org/apache/wss4j/common/token/TokenElementCallback.java,12,0,0,0,0,0,0,0,0,0,0,0,0,0
ws-security-dom/src/main/java/org/apache/wss4j/dom/validate/Credential.java,96,0,0,0,0,0,0,0,0,0,0,0,0,0
ws-security-stax/src/main/java/org/apache/wss4j/stax/impl/securityToken/SecureConversationSecurityTokenImpl.java,16,0,0,0,0,0,0,0,0,0,0,0,0,0
ws-security-policy-stax/src/main/java/org/apache/wss4j/policy/stax/PolicyConstants.java,3,0,0,0,0,0,0,0,0,0,0,0,0,0
ws-security-common/src/main/java/org/apache/wss4j/common/saml/bean/NameIDBean.java,90,0,0,0,0,0,0,0,0,0,0,0,0,0
ws-security-common/src/main/java/org/apache/wss4j/common/saml/bean/SubjectBean.java,126,0,0,0,0,0,0,0,0,0,0,0,0,0
ws-security-policy-stax/src/test/java/org/apache/wss4j/policy/stax/test/LayoutTest.java,3,0,0,0,0,0,0,0,0,0,0,0,0,0
ws-security-common/src/main/java/org/apache/wss4j/common/saml/builder/SAML2ComponentBuilder.java,584,0,0,0,0,0,0,0,0,0,0,0,0,0
ws-security-dom/src/test/java/org/apache/wss4j/dom/message/SignaturePartsTest.java,512,0,0,0,0,0,1,0,0,1,0,0,0,0
ws-security-stax/src/main/java/org/apache/wss4j/stax/impl/processor/input/BinarySecurityTokenInputHandler.java,95,0,0,0,0,0,0,0,0,0,0,0,0,0
ws-security-stax/src/main/java/org/apache/wss4j/stax/impl/processor/input/EncryptedDataInputHandler.java,65,0,0,0,0,0,0,0,0,0,0,0,0,0
ws-security-stax/src/main/java/org/apache/wss4j/stax/impl/processor/input/SecurityContextTokenInputHandler.java,77,0,0,0,0,0,0,0,0,0,0,0,0,0
ws-security-stax/src/main/java/org/apache/wss4j/stax/impl/processor/input/SignatureConfirmationInputHandler.java,33,0,0,0,0,0,0,0,0,0,0,0,0,0
ws-security-stax/src/main/java/org/apache/wss4j/stax/impl/processor/output/CustomTokenOutputProcessor.java,112,0,0,0,0,0,0,0,0,0,0,0,0,0
ws-security-stax/src/main/java/org/apache/wss4j/stax/impl/processor/output/SecurityContextTokenOutputProcessor.java,147,0,0,0,0,0,0,0,0,0,0,0,0,0
ws-security-stax/src/main/java/org/apache/wss4j/stax/impl/processor/output/SecurityHeaderOutputProcessor.java,170,0,0,0,0,0,0,0,0,0,0,0,0,0
policy/src/main/java/org/apache/wss4j/policy/builders/Trust10Builder.java,33,0,0,0,0,0,0,0,0,0,0,0,0,0
policy/src/main/java/org/apache/wss4j/policy/builders/Trust13Builder.java,32,0,0,0,0,0,0,0,0,0,0,0,0,0
ws-security-policy-stax/src/main/java/org/apache/wss4j/policy/stax/assertionStates/TokenAssertionState.java,230,0,0,0,0,0,0,0,0,0,0,0,0,0
ws-security-policy-stax/src/main/java/org/apache/wss4j/policy/stax/enforcer/PolicyEnforcer.java,650,0,0,0,0,0,0,0,0,0,0,0,0,0
ws-security-policy-stax/src/main/java/org/apache/wss4j/policy/stax/enforcer/PolicyEnforcerFactory.java,358,0,0,0,0,0,0,0,0,0,0,0,0,0
ws-security-common/src/test/java/org/apache/wss4j/common/cache/EHCacheManagerHolderTest.java,44,0,0,0,0,0,0,0,0,0,0,0,0,0
ws-security-common/src/main/java/org/apache/wss4j/common/saml/builder/SAML1ComponentBuilder.java,428,0,0,0,0,0,0,0,0,0,0,0,0,0
ws-security-dom/src/main/java/org/apache/wss4j/dom/str/SignatureSTRParser.java,371,0,0,0,0,0,0,0,0,0,0,0,0,0
ws-security-dom/src/test/java/org/apache/wss4j/dom/message/XOPAttachmentTest.java,461,0,0,0,0,0,0,0,0,0,0,0,0,0
ws-security-dom/src/test/java/org/apache/wss4j/dom/processor/EncryptedKeyDataRefTest.java,91,0,0,0,0,0,0,0,0,0,0,0,0,0
ws-security-dom/src/test/java/org/apache/wss4j/dom/processor/ReferenceListDataRefTest.java,91,0,0,0,0,0,0,0,0,0,0,0,0,0
ws-security-stax/src/main/java/org/apache/wss4j/stax/impl/InboundWSSecurityContextImpl.java,557,0,0,0,0,0,0,0,0,0,0,0,0,0
ws-security-common/src/main/java/org/apache/wss4j/common/EncryptionActionToken.java,38,0,0,0,0,0,0,0,0,0,0,0,0,0
ws-security-stax/src/main/java/org/apache/wss4j/stax/impl/securityToken/SamlSecurityTokenImpl.java,221,0,0,0,0,0,0,0,0,0,0,0,0,0
ws-security-stax/src/main/java/org/apache/wss4j/stax/impl/processor/input/SignatureConfirmationInputProcessor.java,67,0,0,0,0,0,0,0,0,0,0,0,0,0
ws-security-stax/src/main/java/org/apache/wss4j/stax/impl/processor/input/WSSSignatureInputHandler.java,142,0,0,0,0,0,0,0,0,0,0,0,0,0
ws-security-stax/src/main/java/org/apache/wss4j/stax/impl/processor/output/SAMLTokenOutputProcessor.java,402,0,0,0,0,0,0,0,0,0,0,0,0,0
ws-security-common/src/main/java/org/apache/wss4j/common/crypto/X509SubjectPublicKeyInfo.java,45,0,0,0,0,0,0,0,0,0,0,0,0,0
ws-security-common/src/main/java/org/apache/wss4j/common/derivedKey/AlgoFactory.java,15,0,0,0,0,0,0,0,0,0,0,0,0,0
ws-security-common/src/test/java/org/apache/wss4j/common/attachment/AttachmentTest.java,183,0,0,0,0,0,0,0,0,0,0,0,0,0
ws-security-common/src/main/java/org/apache/wss4j/common/token/Reference.java,91,0,0,0,0,0,0,0,0,0,0,0,0,0
ws-security-common/src/main/java/org/apache/wss4j/common/token/X509Security.java,64,0,0,0,0,0,0,0,0,0,0,0,0,0
ws-security-dom/src/main/java/org/apache/wss4j/dom/transform/AttachmentContentSignatureTransform.java,181,0,0,0,0,0,0,0,0,0,0,0,0,0
ws-security-dom/src/test/java/org/apache/wss4j/dom/common/CustomSamlAssertionValidator.java,55,0,0,0,0,0,0,0,0,0,0,0,0,0
ws-security-stax/src/main/java/org/apache/wss4j/stax/ext/WSSConfigurationException.java,20,0,0,0,0,0,0,0,0,0,0,0,0,0
ws-security-stax/src/main/java/org/apache/wss4j/stax/impl/transformer/AttachmentContentSignatureTransform.java,64,0,0,0,0,0,0,0,0,0,0,0,0,0
ws-security-policy-stax/src/main/java/org/apache/wss4j/policy/stax/assertionStates/IssuedTokenAssertionState.java,225,0,0,0,0,0,0,0,0,0,0,0,0,0
ws-security-stax/src/main/java/org/apache/wss4j/stax/securityEvent/SignatureConfirmationSecurityEvent.java,14,0,0,0,0,0,0,0,0,0,0,0,0,0
integration/src/test/java/org/apache/wss4j/integration/test/kerberos/KerberosTest.java,952,0,0,0,0,0,0,0,0,0,0,0,0,0
ws-security-dom/src/test/java/org/apache/wss4j/dom/message/TestMessageTransformer.java,315,0,0,0,0,0,0,0,0,0,0,0,0,0
ws-security-policy-stax/src/test/java/org/apache/wss4j/policy/stax/test/AbstractPolicyTestBase.java,153,0,0,0,0,0,0,0,0,0,0,0,0,0
ws-security-dom/src/main/java/org/apache/wss4j/dom/message/Encryptor.java,468,0,0,0,0,0,0,0,0,0,0,0,0,0
ws-security-dom/src/main/java/org/apache/wss4j/dom/message/WSSecHeader.java,114,0,0,0,0,0,0,0,0,0,0,0,0,0
ws-security-dom/src/main/java/org/apache/wss4j/dom/message/WSSecSignatureBase.java,262,0,0,0,0,0,0,0,0,0,0,0,0,0
ws-security-dom/src/test/java/org/apache/wss4j/dom/saml/SamlTokenActionTest.java,179,0,0,0,0,0,0,0,0,0,0,0,0,0
ws-security-dom/src/test/java/org/apache/wss4j/dom/common/SOAPUtil.java,43,0,0,0,0,0,0,0,0,0,0,0,0,0
ws-security-dom/src/main/java/org/apache/wss4j/dom/message/token/SecurityContextToken.java,158,0,0,0,0,0,0,0,0,0,0,0,0,0
ws-security-dom/src/main/java/org/apache/wss4j/dom/action/SignatureConfirmationAction.java,61,0,0,0,0,0,0,0,0,0,0,0,0,0
ws-security-dom/src/main/java/org/apache/wss4j/dom/engine/WSSecurityEngine.java,171,0,0,0,0,0,0,0,0,0,0,0,0,0
ws-security-stax/src/main/java/org/apache/wss4j/stax/impl/securityToken/DsaKeyValueSecurityTokenImpl.java,64,0,0,0,0,0,0,0,0,0,0,0,0,0
ws-security-stax/src/main/java/org/apache/wss4j/stax/impl/securityToken/ECKeyValueSecurityTokenImpl.java,65,0,0,0,0,0,0,0,0,0,0,0,0,0
ws-security-stax/src/main/java/org/apache/wss4j/stax/impl/securityToken/RsaKeyValueSecurityTokenImpl.java,64,0,0,0,0,0,0,0,0,0,0,0,0,0
policy/src/main/java/org/apache/wss4j/policy/builders/BootstrapPolicyBuilder.java,28,0,0,0,0,0,0,0,0,0,0,0,0,0
ws-security-dom/src/main/java/org/apache/wss4j/dom/str/STRParserUtil.java,262,0,0,0,0,0,0,0,0,0,0,0,0,0
ws-security-dom/src/main/java/org/apache/wss4j/dom/transform/STRTransformUtil.java,80,0,0,0,0,0,0,0,0,0,0,0,0,0
ws-security-dom/src/main/java/org/apache/wss4j/dom/util/X509Util.java,124,0,0,0,0,0,0,0,0,0,0,0,0,0
policy/src/main/java/org/apache/wss4j/policy/model/BootstrapPolicy.java,25,0,0,0,0,0,0,0,0,0,0,0,0,0
policy/src/test/java/org/apache/wss4j/policy/tests/AbstractTestBase.java,95,0,0,0,0,0,0,0,0,0,0,0,0,0
ws-security-common/src/test/java/org/apache/wss4j/common/crypto/AuthorityKeyIdentifierTest.java,60,0,0,0,0,0,0,0,0,0,0,0,0,0
ws-security-common/src/main/java/org/apache/wss4j/common/WSEncryptionPart.java,69,0,0,0,0,0,0,0,0,0,0,0,0,0
ws-security-dom/src/main/java/org/apache/wss4j/dom/handler/HandlerAction.java,27,0,0,0,0,0,0,0,0,0,0,0,0,0
ws-security-common/src/main/java/org/apache/wss4j/common/cache/ReplayCacheFactory.java,45,0,0,0,0,0,0,0,0,0,0,0,0,0
ws-security-common/src/main/java/org/apache/wss4j/common/saml/SAMLCallback.java,192,0,0,0,0,0,0,0,0,0,0,0,0,0
ws-security-dom/src/test/java/org/apache/wss4j/dom/common/SAML2CallbackHandler.java,71,0,0,0,0,0,0,0,0,0,0,0,0,0
ws-security-common/src/main/java/org/apache/wss4j/common/principal/CustomTokenPrincipal.java,28,0,0,0,0,0,0,0,0,0,0,0,0,0
ws-security-dom/src/test/java/org/apache/wss4j/dom/message/AttachmentCallbackHandler.java,66,0,0,0,0,0,0,0,0,0,0,0,0,0
ws-security-common/src/main/java/org/apache/wss4j/common/util/WSTimeSource.java,5,0,0,0,0,0,0,0,0,0,0,0,0,0
policy/src/main/java/org/apache/wss4j/policy/SPConstants.java,329,0,0,0,0,0,0,0,0,0,0,0,0,0
policy/src/main/java/org/apache/wss4j/policy/SPUtils.java,176,0,0,0,0,0,0,0,0,0,0,0,0,0
policy/src/main/java/org/apache/wss4j/policy/builders/ContentEncryptedElementsBuilder.java,28,0,0,0,0,0,0,0,0,0,0,0,0,0
policy/src/main/java/org/apache/wss4j/policy/builders/EncryptionTokenBuilder.java,32,0,0,0,0,0,0,0,0,0,0,0,0,0
policy/src/main/java/org/apache/wss4j/policy/builders/InitiatorEncryptionTokenBuilder.java,32,0,0,0,0,0,0,0,0,0,0,0,0,0
policy/src/main/java/org/apache/wss4j/policy/builders/InitiatorSignatureTokenBuilder.java,32,0,0,0,0,0,0,0,0,0,0,0,0,0
policy/src/main/java/org/apache/wss4j/policy/builders/InitiatorTokenBuilder.java,32,0,0,0,0,0,0,0,0,0,0,0,0,0
policy/src/main/java/org/apache/wss4j/policy/builders/IssuedTokenBuilder.java,51,0,0,0,0,0,0,0,0,0,0,0,0,0
policy/src/main/java/org/apache/wss4j/policy/builders/ProtectionTokenBuilder.java,32,0,0,0,0,0,0,0,0,0,0,0,0,0
policy/src/main/java/org/apache/wss4j/policy/builders/RecipientEncryptionTokenBuilder.java,32,0,0,0,0,0,0,0,0,0,0,0,0,0
policy/src/main/java/org/apache/wss4j/policy/builders/RecipientSignatureTokenBuilder.java,32,0,0,0,0,0,0,0,0,0,0,0,0,0
policy/src/main/java/org/apache/wss4j/policy/builders/RecipientTokenBuilder.java,32,0,0,0,0,0,0,0,0,0,0,0,0,0
policy/src/main/java/org/apache/wss4j/policy/builders/RelTokenBuilder.java,46,0,0,0,0,0,0,0,0,0,0,0,0,0
policy/src/main/java/org/apache/wss4j/policy/builders/RequiredPartsBuilder.java,53,0,0,0,0,0,0,0,0,0,0,0,0,0
policy/src/main/java/org/apache/wss4j/policy/builders/SignatureTokenBuilder.java,32,0,0,0,0,0,0,0,0,0,0,0,0,0
policy/src/main/java/org/apache/wss4j/policy/builders/SignedElementsBuilder.java,89,0,0,0,0,0,0,0,0,0,0,0,0,0
policy/src/main/java/org/apache/wss4j/policy/builders/SignedPartsBuilder.java,49,0,0,0,0,0,0,0,0,0,0,0,0,0
policy/src/main/java/org/apache/wss4j/policy/builders/SupportingTokensBuilder.java,47,0,0,0,0,0,0,0,0,0,0,0,0,0
policy/src/main/java/org/apache/wss4j/policy/builders/TransportTokenBuilder.java,32,0,0,0,0,0,0,0,0,0,0,0,0,0
policy/src/main/java/org/apache/wss4j/policy/builders/WSS10Builder.java,32,0,0,0,0,0,0,0,0,0,0,0,0,0
policy/src/main/java/org/apache/wss4j/policy/builders/WSS11Builder.java,32,0,0,0,0,0,0,0,0,0,0,0,0,0
ws-security-stax/src/main/java/org/apache/wss4j/stax/securityToken/SamlSecurityToken.java,5,0,0,0,0,0,0,0,0,0,0,0,0,0
ws-security-common/src/main/java/org/apache/wss4j/common/cache/EHCacheManagerHolder.java,134,0,0,0,0,0,0,0,0,0,0,0,0,0
ws-security-common/src/main/java/org/apache/wss4j/common/crypto/WSS4JResourceBundle.java,46,0,0,0,0,0,0,0,0,0,0,0,0,0
ws-security-dom/src/main/java/org/apache/wss4j/dom/saml/DOMSAMLUtil.java,199,0,0,0,0,0,0,0,0,0,0,0,0,0
bindings/src/main/java/org/apache/wss4j/binding/wssc13/PropertiesType.java,25,0,0,0,0,0,0,0,0,0,0,0,0,0
bindings/src/main/java/org/apache/wss4j/binding/wssc200502/PropertiesType.java,25,0,0,0,0,0,0,0,0,0,0,0,0,0
ws-security-common/src/main/java/org/apache/wss4j/common/saml/bean/AttributeStatementBean.java,56,0,0,0,0,0,0,0,0,0,0,0,0,0
ws-security-dom/src/test/java/org/apache/wss4j/dom/handler/UseReqSigCertTest.java,167,0,0,0,0,0,0,0,0,0,0,0,0,0
ws-security-dom/src/test/java/org/apache/wss4j/dom/message/token/WCFUsernameTokenTest.java,93,0,0,0,0,0,0,0,0,0,0,0,0,0
ws-security-stax/src/main/java/org/apache/wss4j/stax/setup/ConfigurationConverter.java,680,0,0,0,0,0,0,0,0,0,0,0,0,0
ws-security-stax/src/test/java/org/apache/wss4j/stax/test/DerivedKeyTokenTest.java,863,0,0,0,0,0,0,0,0,0,0,0,0,0
ws-security-stax/src/test/java/org/apache/wss4j/stax/test/HeaderOrderingTest.java,634,0,0,0,0,0,0,0,0,0,0,0,0,0
